Gene stable ID,Gene name,Human gene name,Human homology type
ENSMFAG00000061590,,,
ENSMFAG00000055982,,,
ENSMFAG00000030562,U1,RNU1-72P,ortholog_one2one
ENSMFAG00000049585,,,
ENSMFAG00000003179,TBCC,TBCC,ortholog_one2one
ENSMFAG00000059066,,,
ENSMFAG00000032163,E2F2,E2F2,ortholog_one2one
ENSMFAG00000057550,,,
ENSMFAG00000047223,,,
ENSMFAG00000000048,MGAM,MGAM,ortholog_one2one
ENSMFAG00000040308,,,
ENSMFAG00000050044,,,
ENSMFAG00000037478,SCLT1,SCLT1,ortholog_one2one
ENSMFAG00000039339,SMKR1,SMKR1,ortholog_one2one
ENSMFAG00000056361,Metazoa_SRP,,
ENSMFAG00000051078,,,
ENSMFAG00000064217,,,
ENSMFAG00000001032,VARS1,VARS1,ortholog_one2one
ENSMFAG00000055225,,,
ENSMFAG00000062141,,,
ENSMFAG00000064920,,,
ENSMFAG00000049808,,,
ENSMFAG00000038875,LDB2,LDB2,ortholog_one2one
ENSMFAG00000037918,PRPH2,PRPH2,ortholog_one2one
ENSMFAG00000052231,,,
ENSMFAG00000000676,HLA-DRB5,HLA-DRB5,ortholog_one2one
ENSMFAG00000058510,,,
ENSMFAG00000035148,U6,,
ENSMFAG00000048249,,,
ENSMFAG00000004077,NRF1,NRF1,ortholog_one2one
ENSMFAG00000063980,,,
ENSMFAG00000038052,MRAP2,MRAP2,ortholog_one2one
ENSMFAG00000040766,MGAM2,MGAM2,ortholog_one2one
ENSMFAG00000050472,,,
ENSMFAG00000033606,MDM4,MDM4,ortholog_one2one
ENSMFAG00000016864,,RAP1B,ortholog_one2many
ENSMFAG00000056346,,,
ENSMFAG00000059628,,,
ENSMFAG00000038006,ASAP3,ASAP3,ortholog_one2one
ENSMFAG00000004435,U6,RNU6-739P,ortholog_one2one
ENSMFAG00000060288,,,
ENSMFAG00000039102,PDE6B,PDE6B,ortholog_one2one
ENSMFAG00000015391,,,
ENSMFAG00000048731,,,
ENSMFAG00000036572,MAP3K4,MAP3K4,ortholog_one2one
ENSMFAG00000031506,USP38,USP38,ortholog_one2one
ENSMFAG00000050721,,,
ENSMFAG00000062044,,,
ENSMFAG00000056218,,,
ENSMFAG00000040057,PRSS58,PRSS58,ortholog_one2one
ENSMFAG00000064785,,,
ENSMFAG00000021877,MIR96,MIR96,ortholog_one2one
ENSMFAG00000030271,CDH12,CDH12,ortholog_one2one
ENSMFAG00000007318,MIR183,MIR183,ortholog_one2one
ENSMFAG00000058020,,,
ENSMFAG00000036090,CYB5R4,CYB5R4,ortholog_one2one
ENSMFAG00000039259,,,
ENSMFAG00000059906,,,
ENSMFAG00000053415,U6,,
ENSMFAG00000048321,,,
ENSMFAG00000065633,,,
ENSMFAG00000022469,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000029958,SNORA75,SNORA75B,ortholog_one2one
ENSMFAG00000040952,NAF1,NAF1,ortholog_one2one
ENSMFAG00000059963,UBE2H,UBE2H,ortholog_one2one
ENSMFAG00000062143,Metazoa_SRP,,
ENSMFAG00000051856,,,
ENSMFAG00000063943,,,
ENSMFAG00000044184,TCEA3,TCEA3,ortholog_one2one
ENSMFAG00000064488,,,
ENSMFAG00000060785,,,
ENSMFAG00000053310,,,
ENSMFAG00000062883,,,
ENSMFAG00000059148,,,
ENSMFAG00000049358,,,
ENSMFAG00000058228,,,
ENSMFAG00000049798,,,
ENSMFAG00000010454,LRRN2,LRRN2,ortholog_one2one
ENSMFAG00000041378,UBR2,UBR2,ortholog_one2one
ENSMFAG00000059294,,TRBV2,ortholog_one2many
ENSMFAG00000059647,,,
ENSMFAG00000007354,,,
ENSMFAG00000054453,SAPCD1,SAPCD1,ortholog_one2one
ENSMFAG00000057768,,,
ENSMFAG00000052778,,ATP5ME,ortholog_one2one
ENSMFAG00000059296,,,
ENSMFAG00000054789,,,
ENSMFAG00000010332,Y_RNA,,
ENSMFAG00000047311,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000050034,,,
ENSMFAG00000032287,MAGI1,MAGI1,ortholog_one2one
ENSMFAG00000010971,Y_RNA,,
ENSMFAG00000053240,,,
ENSMFAG00000044011,GAB1,GAB1,ortholog_one2one
ENSMFAG00000043067,MYL5,MYL5,ortholog_one2one
ENSMFAG00000064356,Metazoa_SRP,,
ENSMFAG00000065119,Metazoa_SRP,,
ENSMFAG00000049650,,,
ENSMFAG00000036824,MED10,MED10,ortholog_one2one
ENSMFAG00000003001,,PRDM7,ortholog_one2one
ENSMFAG00000064220,,,
ENSMFAG00000039731,QDPR,QDPR,ortholog_one2one
ENSMFAG00000054504,,,
ENSMFAG00000001060,C4orf33,C4orf33,ortholog_one2one
ENSMFAG00000001038,NPY1R,NPY1R,ortholog_one2one
ENSMFAG00000044152,SLC49A3,SLC49A3,ortholog_one2one
ENSMFAG00000058365,,,
ENSMFAG00000004933,,,ortholog_one2one
ENSMFAG00000012885,,,
ENSMFAG00000058962,,,
ENSMFAG00000030176,ZC3HC1,ZC3HC1,ortholog_one2one
ENSMFAG00000052461,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000030111,NPY5R,NPY5R,ortholog_one2one
ENSMFAG00000050565,UBE2QL1,UBE2QL1,ortholog_one2one
ENSMFAG00000053181,,,
ENSMFAG00000040704,,TKTL2,ortholog_one2one
ENSMFAG00000048418,,,
ENSMFAG00000061638,,,
ENSMFAG00000065579,U2,,
ENSMFAG00000061350,,,
ENSMFAG00000001810,CDH10,CDH10,ortholog_one2one
ENSMFAG00000064142,,,
ENSMFAG00000050564,,,
ENSMFAG00000039737,HNRNPR,HNRNPR,ortholog_one2one
ENSMFAG00000065078,,,
ENSMFAG00000064951,,,
ENSMFAG00000055083,,,
ENSMFAG00000058313,Metazoa_SRP,,
ENSMFAG00000065073,,,
ENSMFAG00000031177,CLRN2,CLRN2,ortholog_one2one
ENSMFAG00000060801,,SNORD13D,ortholog_one2one
ENSMFAG00000039409,,TMA16,ortholog_one2many
ENSMFAG00000034163,,,
ENSMFAG00000045240,NSUN2,NSUN2,ortholog_one2one
ENSMFAG00000052471,,,
ENSMFAG00000055352,,,
ENSMFAG00000058229,,,
ENSMFAG00000000349,CXCR6,CXCR6,ortholog_one2one
ENSMFAG00000032157,HLA-DRA,HLA-DRA,ortholog_one2one
ENSMFAG00000008038,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000000500,LAP3,LAP3,ortholog_one2one
ENSMFAG00000006941,XCR1,XCR1,ortholog_one2one
ENSMFAG00000050741,,,
ENSMFAG00000045943,MARCHF1,MARCHF1,ortholog_one2one
ENSMFAG00000005740,U6,RNU6-374P,ortholog_one2one
ENSMFAG00000064464,,,
ENSMFAG00000043306,GAK,GAK,ortholog_one2one
ENSMFAG00000033112,NFASC,NFASC,ortholog_one2one
ENSMFAG00000039665,VWA7,VWA7,ortholog_one2one
ENSMFAG00000002749,SRD5A1,SRD5A1,ortholog_one2one
ENSMFAG00000051272,CCR1,CCR1,ortholog_one2one
ENSMFAG00000035063,U6,RNU6-530P,ortholog_one2one
ENSMFAG00000042984,,PCBP2,ortholog_one2many
ENSMFAG00000057123,,,
ENSMFAG00000053329,,,
ENSMFAG00000037157,CCR3,CCR3,ortholog_one2one
ENSMFAG00000021712,,,
ENSMFAG00000033815,U6,RNU6-337P,ortholog_one2one
ENSMFAG00000043649,SMARCA5,SMARCA5,ortholog_one2one
ENSMFAG00000017626,U4,RNU4-43P,ortholog_one2one
ENSMFAG00000033884,CCR2,CCR2,ortholog_one2one
ENSMFAG00000062080,,,
ENSMFAG00000033140,TSBP1,TSBP1,ortholog_one2one
ENSMFAG00000058102,MED28,MED28,ortholog_one2one
ENSMFAG00000045148,SNAP91,SNAP91,ortholog_one2one
ENSMFAG00000059015,,,
ENSMFAG00000000084,,,
ENSMFAG00000038658,TENT4A,TENT4A,ortholog_one2one
ENSMFAG00000061101,,,
ENSMFAG00000056803,,,
ENSMFAG00000002809,CCR5,CCR5,ortholog_one2one
ENSMFAG00000065316,,,
ENSMFAG00000050423,,,
ENSMFAG00000002820,FAM184B,FAM184B,ortholog_one2one
ENSMFAG00000047524,,,
ENSMFAG00000018069,Metazoa_SRP,RN7SL544P,ortholog_one2many
ENSMFAG00000018069,Metazoa_SRP,RN7SL763P,ortholog_one2many
ENSMFAG00000018069,Metazoa_SRP,RN7SL787P,ortholog_one2many
ENSMFAG00000018069,Metazoa_SRP,RN7SL205P,ortholog_one2many
ENSMFAG00000018069,Metazoa_SRP,RN7SL565P,ortholog_one2many
ENSMFAG00000018069,Metazoa_SRP,RN7SL52P,ortholog_one2many
ENSMFAG00000018069,Metazoa_SRP,RN7SL722P,ortholog_one2many
ENSMFAG00000037173,CCRL2,CCRL2,ortholog_one2one
ENSMFAG00000056114,,,
ENSMFAG00000021660,SNORA70,SNORA70,ortholog_one2many
ENSMFAG00000057770,,,
ENSMFAG00000063268,,,
ENSMFAG00000065789,,,
ENSMFAG00000060224,,,
ENSMFAG00000061670,,,
ENSMFAG00000047972,,,
ENSMFAG00000029339,DCAF16,DCAF16,ortholog_one2one
ENSMFAG00000059564,Metazoa_SRP,,
ENSMFAG00000054574,,,
ENSMFAG00000056518,,,
ENSMFAG00000060988,,,
ENSMFAG00000051513,U6,,
ENSMFAG00000047479,,,
ENSMFAG00000061483,,,
ENSMFAG00000058865,,,
ENSMFAG00000056143,,,
ENSMFAG00000065779,,,
ENSMFAG00000050924,,,
ENSMFAG00000033904,MSH5,MSH5,ortholog_one2one
ENSMFAG00000046322,PCDH10,PCDH10,ortholog_one2one
ENSMFAG00000000798,NCAPG,NCAPG,ortholog_one2one
ENSMFAG00000048462,,,
ENSMFAG00000060338,,,
ENSMFAG00000059488,,,
ENSMFAG00000050264,PLG,PLG,ortholog_one2one
ENSMFAG00000041960,TMEM175,TMEM175,ortholog_one2one
ENSMFAG00000009282,U6,RNU6-284P,ortholog_one2one
ENSMFAG00000050239,,,
ENSMFAG00000056065,,,
ENSMFAG00000041255,,,
ENSMFAG00000029390,HTR1D,HTR1D,ortholog_one2one
ENSMFAG00000056296,,,
ENSMFAG00000014889,U6,RNU6-890P,ortholog_one2one
ENSMFAG00000012237,U6,RNU6-135P,ortholog_one2one
ENSMFAG00000016239,U5,RNU5E-6P,ortholog_one2many
ENSMFAG00000033086,PHTF2,PHTF2,ortholog_one2one
ENSMFAG00000000714,SLC25A26,SLC25A26,ortholog_one2one
ENSMFAG00000031722,SMIM31,SMIM31,ortholog_one2one
ENSMFAG00000059448,U6,RNU6-514P,ortholog_one2one
ENSMFAG00000049886,Metazoa_SRP,,
ENSMFAG00000047191,PABPC4L,PABPC4L,ortholog_one2one
ENSMFAG00000035473,LTF,LTF,ortholog_one2one
ENSMFAG00000054593,,,
ENSMFAG00000008696,Metazoa_SRP,,
ENSMFAG00000035027,U6,U6,ortholog_one2one
ENSMFAG00000057157,,,
ENSMFAG00000055332,U6,RNU6-668P,ortholog_one2one
ENSMFAG00000048518,,,
ENSMFAG00000038318,LUZP1,LUZP1,ortholog_one2one
ENSMFAG00000038207,FREM3,FREM3,ortholog_one2one
ENSMFAG00000049998,,,
ENSMFAG00000062626,Metazoa_SRP,Metazoa_SRP,ortholog_one2many
ENSMFAG00000050653,,,
ENSMFAG00000048344,,,
ENSMFAG00000052742,,,
ENSMFAG00000018632,,RPS8,ortholog_one2many
ENSMFAG00000001042,DGKQ,DGKQ,ortholog_one2one
ENSMFAG00000031660,APELA,APELA,ortholog_one2one
ENSMFAG00000056349,,,
ENSMFAG00000054651,,,
ENSMFAG00000008144,U4,,
ENSMFAG00000051812,,,
ENSMFAG00000064332,,,
ENSMFAG00000043664,LCORL,LCORL,ortholog_one2one
ENSMFAG00000047966,U3,,
ENSMFAG00000026475,TRIM61,TRIM61,ortholog_one2one
ENSMFAG00000054587,Metazoa_SRP,,
ENSMFAG00000037505,KDM1A,KDM1A,ortholog_one2one
ENSMFAG00000042004,PCDH18,PCDH18,ortholog_one2one
ENSMFAG00000063217,,LPA,ortholog_one2many
ENSMFAG00000001139,CDH9,CDH9,ortholog_one2one
ENSMFAG00000056784,,TRIM60,ortholog_one2one
ENSMFAG00000045736,TRERF1,TRERF1,ortholog_one2one
ENSMFAG00000001655,ADCY2,ADCY2,ortholog_one2one
ENSMFAG00000030081,TRIM75,TRIM75,ortholog_one2one
ENSMFAG00000023845,Metazoa_SRP,RN7SL482P,ortholog_one2one
ENSMFAG00000059031,,,
ENSMFAG00000064690,,LPA,ortholog_one2many
ENSMFAG00000057308,Metazoa_SRP,,
ENSMFAG00000052181,Metazoa_SRP,,
ENSMFAG00000032030,IDUA,IDUA,ortholog_one2one
ENSMFAG00000063348,U6,RNU6-850P,ortholog_one2one
ENSMFAG00000061896,,,
ENSMFAG00000031236,RTP3,RTP3,ortholog_one2one
ENSMFAG00000006429,U6,RNU6-738P,ortholog_one2one
ENSMFAG00000032315,,,
ENSMFAG00000062320,,,
ENSMFAG00000039396,TMEM192,TMEM192,ortholog_one2one
ENSMFAG00000041849,TEX46,TEX46,ortholog_one2one
ENSMFAG00000051077,U2,,
ENSMFAG00000064761,,,
ENSMFAG00000002893,SLC22A3,SLC22A3,ortholog_one2one
ENSMFAG00000002520,,CRIPTO3,ortholog_one2many
ENSMFAG00000002520,,CRIPTO,ortholog_one2many
ENSMFAG00000037696,SLC7A11,SLC7A11,ortholog_one2one
ENSMFAG00000044968,EMCN,EMCN,ortholog_one2one
ENSMFAG00000046129,MRPS10,MRPS10,ortholog_one2one
ENSMFAG00000063687,,,
ENSMFAG00000051170,TMEM60,TMEM60,ortholog_one2one
ENSMFAG00000052631,Metazoa_SRP,,
ENSMFAG00000035624,DDAH2,DDAH2,ortholog_one2one
ENSMFAG00000032421,LACTBL1,LACTBL1,ortholog_one2one
ENSMFAG00000056868,,,
ENSMFAG00000039496,,,
ENSMFAG00000054658,,,
ENSMFAG00000033439,LRIG1,LRIG1,ortholog_one2one
ENSMFAG00000040811,FAM240A,FAM240A,ortholog_one2one
ENSMFAG00000003962,,GYPB,ortholog_one2many
ENSMFAG00000003962,,GYPE,ortholog_one2many
ENSMFAG00000003962,,GYPA,ortholog_one2many
ENSMFAG00000038157,RSBN1L,RSBN1L,ortholog_one2one
ENSMFAG00000064449,,,
ENSMFAG00000031539,GUCA1B,GUCA1B,ortholog_one2one
ENSMFAG00000058246,,,
ENSMFAG00000061493,,,
ENSMFAG00000063457,Metazoa_SRP,,
ENSMFAG00000063254,,,
ENSMFAG00000050105,,,
ENSMFAG00000035647,GUCA1A,GUCA1A,ortholog_one2one
ENSMFAG00000036544,MPIG6B,MPIG6B,ortholog_one2one
ENSMFAG00000056378,,,
ENSMFAG00000002925,,FGFRL1,ortholog_one2one
ENSMFAG00000059293,,,
ENSMFAG00000054871,,,
ENSMFAG00000031849,SLC22A2,SLC22A2,ortholog_one2one
ENSMFAG00000050718,Metazoa_SRP,,
ENSMFAG00000034134,ALS2CL,ALS2CL,ortholog_one2one
ENSMFAG00000057914,,,
ENSMFAG00000011967,U7,,
ENSMFAG00000059483,,,
ENSMFAG00000058659,,,
ENSMFAG00000003479,EPHB2,EPHB2,ortholog_one2one
ENSMFAG00000049791,,,
ENSMFAG00000047759,,,
ENSMFAG00000053928,,,
ENSMFAG00000060303,,,
ENSMFAG00000003087,,CIMIP3,ortholog_one2one
ENSMFAG00000060453,,,
ENSMFAG00000065407,,,
ENSMFAG00000050964,,,
ENSMFAG00000002713,NOCT,NOCT,ortholog_one2one
ENSMFAG00000062054,LY6G6C,LY6G6C,ortholog_one2one
ENSMFAG00000037406,U6,RNU6-909P,ortholog_one2many
ENSMFAG00000022353,U6,RNU6-531P,ortholog_one2one
ENSMFAG00000061165,,,
ENSMFAG00000065376,,,
ENSMFAG00000002719,RNF212,RNF212,ortholog_one2one
ENSMFAG00000059382,,,
ENSMFAG00000053234,,LY6G6D,ortholog_one2one
ENSMFAG00000033700,SLC22A1,SLC22A1,ortholog_one2one
ENSMFAG00000051289,,,
ENSMFAG00000041292,KLHL2,KLHL2,ortholog_one2one
ENSMFAG00000056882,,,
ENSMFAG00000059500,,,
ENSMFAG00000030934,PTPN12,PTPN12,ortholog_one2one
ENSMFAG00000003655,PPP3CA,PPP3CA,ortholog_one2one
ENSMFAG00000064456,,,
ENSMFAG00000057734,,,
ENSMFAG00000032622,,,
ENSMFAG00000058846,Metazoa_SRP,,
ENSMFAG00000049489,,,
ENSMFAG00000044246,,,
ENSMFAG00000002874,TMIE,TMIE,ortholog_one2one
ENSMFAG00000059918,Metazoa_SRP,,
ENSMFAG00000042627,ELF2,ELF2,ortholog_one2one
ENSMFAG00000050802,Metazoa_SRP,,
ENSMFAG00000062844,,,
ENSMFAG00000060884,,,
ENSMFAG00000057392,,,
ENSMFAG00000030491,PRSS35,PRSS35,ortholog_one2one
ENSMFAG00000051771,,,
ENSMFAG00000042838,LY6G6F,LY6G6F,ortholog_one2one
ENSMFAG00000042197,PRSS50,PRSS50,ortholog_one2one
ENSMFAG00000023908,,,ortholog_one2one
ENSMFAG00000047280,Metazoa_SRP,,
ENSMFAG00000053933,,,
ENSMFAG00000050352,,,
ENSMFAG00000038771,C1QC,C1QC,ortholog_one2one
ENSMFAG00000001830,CDH6,CDH6,ortholog_one2one
ENSMFAG00000003507,KBTBD8,KBTBD8,ortholog_one2one
ENSMFAG00000036254,CFAP90,CFAP90,ortholog_one2one
ENSMFAG00000029344,,,
ENSMFAG00000001287,,,
ENSMFAG00000054519,,,
ENSMFAG00000037574,TAF8,TAF8,ortholog_one2one
ENSMFAG00000050124,SPON2,SPON2,ortholog_one2one
ENSMFAG00000065058,,,
ENSMFAG00000032744,,,
ENSMFAG00000040312,FASTKD3,FASTKD3,ortholog_one2one
ENSMFAG00000007793,Metazoa_SRP,RN7SL382P,ortholog_one2one
ENSMFAG00000052102,,,
ENSMFAG00000037955,C1QA,C1QA,ortholog_one2one
ENSMFAG00000018580,Metazoa_SRP,Metazoa_SRP,ortholog_one2one
ENSMFAG00000002854,,,
ENSMFAG00000033860,MYL3,MYL3,ortholog_one2one
ENSMFAG00000064439,Metazoa_SRP,Metazoa_SRP,ortholog_one2many
ENSMFAG00000051050,,,
ENSMFAG00000000176,CTBP1,CTBP1,ortholog_one2one
ENSMFAG00000063466,,,
ENSMFAG00000059061,,,
ENSMFAG00000007874,Metazoa_SRP,RN7SL311P,ortholog_one2one
ENSMFAG00000036712,MTRR,MTRR,ortholog_one2one
ENSMFAG00000059256,,,
ENSMFAG00000060077,,,
ENSMFAG00000040378,HHIP,HHIP,ortholog_one2one
ENSMFAG00000041500,SUCLG2,SUCLG2,ortholog_one2one
ENSMFAG00000060562,Metazoa_SRP,,
ENSMFAG00000033228,PTH1R,PTH1R,ortholog_one2one
ENSMFAG00000016989,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000050582,,,
ENSMFAG00000038582,ME1,ME1,ortholog_one2one
ENSMFAG00000008221,U4,RNU4-87P,ortholog_one2many
ENSMFAG00000008221,U4,RNU4-33P,ortholog_one2many
ENSMFAG00000053228,,,
ENSMFAG00000000198,ABHD16A,ABHD16A,ortholog_one2one
ENSMFAG00000058421,Metazoa_SRP,,
ENSMFAG00000047723,Metazoa_SRP,,
ENSMFAG00000064558,,,
ENSMFAG00000058435,,,
ENSMFAG00000000096,SLIT2,SLIT2,ortholog_one2one
ENSMFAG00000065417,,,
ENSMFAG00000050942,,,
ENSMFAG00000048796,,,
ENSMFAG00000048664,,,
ENSMFAG00000052925,GK3,GK3,ortholog_one2one
ENSMFAG00000005168,U6,RNU6-1074P,ortholog_one2one
ENSMFAG00000037600,EPHA8,EPHA8,ortholog_one2one
ENSMFAG00000014392,U1,RNU1-76P,ortholog_one2one
ENSMFAG00000038396,CNTN2,CNTN2,ortholog_one2one
ENSMFAG00000002976,CCDC12,CCDC12,ortholog_one2one
ENSMFAG00000053399,,,
ENSMFAG00000061831,Metazoa_SRP,,
ENSMFAG00000044238,MGARP,MGARP,ortholog_one2one
ENSMFAG00000034342,IGF2R,IGF2R,ortholog_one2one
ENSMFAG00000054703,Metazoa_SRP,,
ENSMFAG00000045090,MSMO1,MSMO1,ortholog_one2one
ENSMFAG00000014193,Metazoa_SRP,,
ENSMFAG00000038895,SEMA5A,SEMA5A,ortholog_one2one
ENSMFAG00000001193,MAEA,MAEA,ortholog_one2one
ENSMFAG00000039022,CCND3,CCND3,ortholog_one2one
ENSMFAG00000053715,,,
ENSMFAG00000001142,ANAPC10,ANAPC10,ortholog_one2one
ENSMFAG00000034201,TAFA1,TAFA1,ortholog_one2one
ENSMFAG00000054743,Metazoa_SRP,,
ENSMFAG00000043032,ZBTB40,ZBTB40,ortholog_one2one
ENSMFAG00000037970,CPE,CPE,ortholog_one2one
ENSMFAG00000057259,Metazoa_SRP,Metazoa_SRP,ortholog_one2one
ENSMFAG00000020992,TAFA4,TAFA4,ortholog_one2one
ENSMFAG00000038790,RBBP5,RBBP5,ortholog_one2one
ENSMFAG00000041462,BANK1,BANK1,ortholog_one2one
ENSMFAG00000056949,RWDD2A,RWDD2A,ortholog_one2one
ENSMFAG00000041929,NAA15,NAA15,ortholog_one2one
ENSMFAG00000056686,,,
ENSMFAG00000050562,,,
ENSMFAG00000044969,,,
ENSMFAG00000020222,SNORD123,SNORD123,ortholog_one2one
ENSMFAG00000044576,CD109,CD109,ortholog_one2one
ENSMFAG00000000234,NBEAL2,NBEAL2,ortholog_one2one
ENSMFAG00000038310,ABCE1,ABCE1,ortholog_one2one
ENSMFAG00000053977,,,
ENSMFAG00000016196,,,
ENSMFAG00000035703,PGM3,PGM3,ortholog_one2one
ENSMFAG00000057284,,,
ENSMFAG00000061792,Metazoa_SRP,,
ENSMFAG00000045124,UVSSA,UVSSA,ortholog_one2one
ENSMFAG00000050073,,,
ENSMFAG00000057954,,,
ENSMFAG00000041270,TAS2R1,TAS2R1,ortholog_one2one
ENSMFAG00000007311,GSAP,GSAP,ortholog_one2one
ENSMFAG00000036436,BCCIP,BCCIP,ortholog_one2one
ENSMFAG00000061067,,,
ENSMFAG00000065830,,,
ENSMFAG00000040586,USP49,USP49,ortholog_one2one
ENSMFAG00000054518,,,
ENSMFAG00000060089,,,
ENSMFAG00000052178,,,
ENSMFAG00000048391,CCT8L2,CCT8L2,ortholog_one2one
ENSMFAG00000000720,PRRC2A,PRRC2A,ortholog_one2one
ENSMFAG00000041998,EOGT,EOGT,ortholog_one2one
ENSMFAG00000053806,,,
ENSMFAG00000051121,,,
ENSMFAG00000062944,,,
ENSMFAG00000054391,,,
ENSMFAG00000050578,Metazoa_SRP,,
ENSMFAG00000053752,,,
ENSMFAG00000040203,DSTYK,DSTYK,ortholog_one2one
ENSMFAG00000047095,,,
ENSMFAG00000045973,WNT4,WNT4,ortholog_one2one
ENSMFAG00000030632,,,
ENSMFAG00000044629,ATPSCKMT,ATPSCKMT,ortholog_one2one
ENSMFAG00000020324,5S_rRNA,,
ENSMFAG00000047625,,,
ENSMFAG00000040660,NMU,NMU,ortholog_one2one
ENSMFAG00000034961,,,ortholog_one2one
ENSMFAG00000007539,U6,RNU6-462P,ortholog_one2one
ENSMFAG00000002277,NKX1-1,NKX1-1,ortholog_one2one
ENSMFAG00000005771,U6,,
ENSMFAG00000055344,,,
ENSMFAG00000045621,XRCC2,XRCC2,ortholog_one2one
ENSMFAG00000047964,,,
ENSMFAG00000052710,,,
ENSMFAG00000065288,,,
ENSMFAG00000001125,TLL1,TLL1,ortholog_one2one
ENSMFAG00000032516,,CDC42,ortholog_one2many
ENSMFAG00000054057,,,
ENSMFAG00000062598,,,
ENSMFAG00000003290,RAB33B,RAB33B,ortholog_one2one
ENSMFAG00000055665,,,
ENSMFAG00000053108,,,
ENSMFAG00000031938,SLC39A8,SLC39A8,ortholog_one2one
ENSMFAG00000014161,Metazoa_SRP,RN7SL845P,ortholog_one2one
ENSMFAG00000052796,FAM53A,FAM53A,ortholog_one2one
ENSMFAG00000022766,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000057880,,,
ENSMFAG00000031960,DOP1A,DOP1A,ortholog_one2one
ENSMFAG00000050784,,,
ENSMFAG00000045954,CCT5,CCT5,ortholog_one2one
ENSMFAG00000001261,PDCL2,PDCL2,ortholog_one2one
ENSMFAG00000034566,ACTR3B,ACTR3B,ortholog_one2one
ENSMFAG00000014231,Metazoa_SRP,RN7SL728P,ortholog_one2one
ENSMFAG00000048496,,,
ENSMFAG00000061141,,,
ENSMFAG00000053808,,,
ENSMFAG00000030130,SLBP,SLBP,ortholog_one2one
ENSMFAG00000043377,CLOCK,CLOCK,ortholog_one2one
ENSMFAG00000062516,,,
ENSMFAG00000037002,TMF1,TMF1,ortholog_one2one
ENSMFAG00000051479,,,
ENSMFAG00000045984,OTUD4,OTUD4,ortholog_one2one
ENSMFAG00000002176,SETD7,SETD7,ortholog_one2one
ENSMFAG00000056682,Metazoa_SRP,,
ENSMFAG00000059246,,,
ENSMFAG00000010887,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000046449,,,
ENSMFAG00000005923,U6,,
ENSMFAG00000061395,,,
ENSMFAG00000014835,U6,,
ENSMFAG00000023395,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000001594,CMBL,CMBL,ortholog_one2one
ENSMFAG00000057738,,,
ENSMFAG00000038713,TMCC2,TMCC2,ortholog_one2one
ENSMFAG00000058572,,,
ENSMFAG00000054747,,,
ENSMFAG00000033214,BYSL,BYSL,ortholog_one2one
ENSMFAG00000036555,NFKB1,NFKB1,ortholog_one2one
ENSMFAG00000014214,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000004332,MAS1,MAS1,ortholog_one2one
ENSMFAG00000050486,,,
ENSMFAG00000045326,,,
ENSMFAG00000049505,,,
ENSMFAG00000000493,TMEM129,TMEM129,ortholog_one2one
ENSMFAG00000056500,,,
ENSMFAG00000034541,TMEM165,TMEM165,ortholog_one2one
ENSMFAG00000049687,,,
ENSMFAG00000055414,,,
ENSMFAG00000062218,,,
ENSMFAG00000001601,SETD2,SETD2,ortholog_one2one
ENSMFAG00000057486,MED20,MED20,ortholog_one2one
ENSMFAG00000051722,,,
ENSMFAG00000046340,MGST2,MGST2,ortholog_one2one
ENSMFAG00000001283,MCCC2,MCCC2,ortholog_one2one
ENSMFAG00000047440,,,
ENSMFAG00000062419,,,
ENSMFAG00000007875,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000064201,,,
ENSMFAG00000043154,TACC3,TACC3,ortholog_one2one
ENSMFAG00000053233,Metazoa_SRP,,
ENSMFAG00000064599,,,
ENSMFAG00000060929,,,
ENSMFAG00000054686,Metazoa_SRP,,
ENSMFAG00000002411,MARCHF6,MARCHF6,ortholog_one2one
ENSMFAG00000051653,,,
ENSMFAG00000056297,,,
ENSMFAG00000059515,,,
ENSMFAG00000059150,,,
ENSMFAG00000064627,,,
ENSMFAG00000012293,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000044421,MAML3,MAML3,ortholog_one2one
ENSMFAG00000065760,Metazoa_SRP,Metazoa_SRP,ortholog_one2one
ENSMFAG00000059640,,,
ENSMFAG00000055550,Metazoa_SRP,,
ENSMFAG00000053512,Metazoa_SRP,,
ENSMFAG00000000331,CCDC146,CCDC146,ortholog_one2one
ENSMFAG00000056141,,,
ENSMFAG00000063028,,,
ENSMFAG00000038432,NUAK2,NUAK2,ortholog_one2one
ENSMFAG00000058013,,,
ENSMFAG00000059548,,,
ENSMFAG00000035639,CARTPT,CARTPT,ortholog_one2one
ENSMFAG00000063813,Metazoa_SRP,,
ENSMFAG00000057394,Metazoa_SRP,,
ENSMFAG00000036648,UBA3,UBA3,ortholog_one2one
ENSMFAG00000002608,,,
