gene_name	human_ensembl_id	pLI	oe_lof_upper	mis_z	oe_lof	oe_mis
MAGT1	ENSG00000102158	0.96138	0.326	1.0616	0.068697	0.75189
NKX2-5	ENSG00000183072	0.94531	0.326	0.1987	0.0	0.95896
DCLK2	ENSG00000170390	0.95706	0.326	1.7562	0.16526	0.76369
CALM1	ENSG00000198668	0.94473	0.327	3.051	0.0	0.070346
ELFN2	ENSG00000166897	0.96483	0.327	2.1602	0.10403	0.74567
SLC41A2	ENSG00000136052	0.96597	0.327	1.7842	0.12645	0.70665
ACTR1A	ENSG00000138107	0.96621	0.327	3.0266	0.12634	0.43698
GEMIN8	ENSG00000046647	0.94464	0.327	0.59997	0.0	0.83958
LTBP4	ENSG00000090006	0.49911	0.327	2.3487	0.22269	0.79615
ATG13	ENSG00000175224	0.96359	0.328	1.5173	0.14313	0.75623
CCT8	ENSG00000156261	0.96252	0.328	1.0666	0.14354	0.82244
ATXN7	ENSG00000163635	0.9595	0.328	-0.62346	0.15596	1.0781
PITPNA	ENSG00000174238	0.96513	0.328	2.4428	0.12681	0.44179
DYNC1LI1	ENSG00000144635	0.96348	0.328	1.0395	0.14317	0.82164
TSC22D1	ENSG00000102804	0.9599	0.328	-0.88133	0.15582	1.1046
R3HDM1	ENSG00000048991	0.86068	0.328	1.8465	0.20225	0.78592
FJX1	ENSG00000179431	0.94412	0.328	0.65854	0.0	0.86651
FAM65B	ENSG00000111913	0.92284	0.328	2.3675	0.18801	0.71778
RPS11	ENSG00000142534	0.94396	0.328	1.6122	0.0	0.55309
SKIV2L2	ENSG00000039123	0.86106	0.328	3.0561	0.20222	0.63193
MAK16	ENSG00000198042	0.96452	0.328	0.57822	0.12707	0.8749
HOXA11	ENSG00000005073	0.94342	0.329	0.66839	0.0	0.85506
DEDD	ENSG00000158796	0.95912	0.329	2.2138	0.069452	0.56242
ZBTB7A	ENSG00000178951	0.95915	0.329	4.0428	0.069443	0.43366
BRSK2	ENSG00000174672	0.95141	0.329	2.9466	0.16685	0.62707
CDKN2AIP	ENSG00000168564	0.96386	0.329	0.53856	0.10444	0.91208
ERG	ENSG00000157554	0.96413	0.329	2.528	0.12723	0.58685
CRK	ENSG00000167193	0.95936	0.329	2.37	0.069374	0.50377
SYT7	ENSG00000011347	0.96342	0.329	2.2108	0.10463	0.63842
TMEM164	ENSG00000157600	0.94373	0.329	2.3633	0.0	0.40636
FOXG1	ENSG00000176165	0.94355	0.329	3.4897	0.0	0.35848
GTF2IRD1	ENSG00000006704	0.90039	0.329	2.6604	0.19406	0.70225
CACUL1	ENSG00000151893	0.96315	0.33	0.6506	0.10474	0.87085
RAB6B	ENSG00000154917	0.95879	0.33	2.4901	0.069562	0.40138
RARA	ENSG00000131759	0.96305	0.33	3.0806	0.10478	0.49284
BCL6	ENSG00000113916	0.96038	0.33	2.2454	0.14434	0.70058
IPMK	ENSG00000151151	0.96258	0.33	0.77253	0.10497	0.85169
HNF1A	ENSG00000135100	0.96115	0.33	1.1354	0.14406	0.83616
UNC5D	ENSG00000156687	0.92929	0.33	2.2475	0.18301	0.72333
PPM1G	ENSG00000115241	0.9604	0.33	3.3419	0.14433	0.45566
POFUT1	ENSG00000101346	0.96303	0.33	0.95225	0.10479	0.82358
ZNF296	ENSG00000170684	0.95906	0.33	1.6096	0.069472	0.74069
PRCC	ENSG00000143294	0.96281	0.33	1.0909	0.10488	0.81594
VMP1	ENSG00000062716	0.96271	0.33	2.2484	0.12782	0.57324
USP25	ENSG00000155313	0.7522	0.33	1.2369	0.21132	0.84929
EIF2B4	ENSG00000115211	0.96117	0.33	0.79835	0.14405	0.86934
SYNJ1	ENSG00000159082	0.42709	0.33	2.2493	0.22474	0.78312
HIP1	ENSG00000127946	0.76173	0.33	2.2662	0.21088	0.73845
ADAMTS10	ENSG00000142303	0.84288	0.33	3.628	0.20355	0.6195
ANO1	ENSG00000131620	0.87426	0.33	2.77	0.19914	0.68301
CBFB	ENSG00000067955	0.9589	0.33	1.7143	0.069526	0.53618
ARAF	ENSG00000078061	0.96322	0.33	2.4483	0.12761	0.58382
ARF5	ENSG00000004059	0.94298	0.33	2.2772	0.0	0.37316
DSG1	ENSG00000134760	0.92688	0.331	-0.34109	0.18342	1.0402
HHIP	ENSG00000164161	0.95436	0.331	1.3631	0.1576	0.80229
USP33	ENSG00000077254	0.86249	0.331	2.1049	0.20014	0.72658
ANP32B	ENSG00000136938	0.95827	0.331	1.2651	0.069731	0.6766
DEPDC5	ENSG00000100150	0.1165	0.331	2.6501	0.23539	0.757
HYOU1	ENSG00000149428	0.86105	0.331	1.8014	0.20025	0.79231
CLIP1	ENSG00000130779	0.68088	0.331	2.0759	0.21516	0.78653
MYH14	ENSG00000105357	0.042236	0.332	2.284	0.24052	0.82179
RGS7BP	ENSG00000186479	0.95778	0.332	1.0244	0.06989	0.76033
FAM208B	ENSG00000108021	0.30957	0.332	-0.0893	0.22833	1.0072
EYA1	ENSG00000104313	0.94588	0.332	1.0202	0.16827	0.84069
ZCCHC24	ENSG00000165424	0.942	0.332	1.9084	0.0	0.52954
VPS13D	ENSG00000048707	1.0749e-06	0.332	2.4957	0.26529	0.85577
SPECC1L	ENSG00000100014	0.85887	0.332	1.5985	0.20043	0.81756
KPNA3	ENSG00000102753	0.95357	0.332	3.3927	0.15784	0.41417
ZMYM2	ENSG00000121741	0.66648	0.332	3.0143	0.2157	0.67246
DERL2	ENSG00000072849	0.9574	0.332	1.6165	0.070013	0.60268
SNED1	ENSG00000162804	0.66246	0.332	3.1323	0.21585	0.70116
NEUROD2	ENSG00000171532	0.94202	0.332	2.6696	0.0	0.4728
OTUD7A	ENSG00000169918	0.95249	0.333	2.865	0.15816	0.62253
PRDM1	ENSG00000057657	0.9565	0.333	1.7699	0.14571	0.77507
SKP2	ENSG00000145604	0.96042	0.333	1.9548	0.12872	0.63865
ATXN2	ENSG00000204842	0.85289	0.333	2.347	0.2009	0.7373
ELMO1	ENSG00000155849	0.89997	0.333	3.1294	0.19105	0.5788
CCDC132	ENSG00000004766	0.8139	0.333	2.5016	0.20545	0.67838
RCC2	ENSG00000179051	0.95567	0.334	3.0895	0.14599	0.48594
BMP4	ENSG00000125378	0.9564	0.334	1.0071	0.070331	0.82338
GSK3B	ENSG00000082701	0.95571	0.334	2.7977	0.14598	0.49033
MAGI1	ENSG00000151276	0.5597	0.334	1.3637	0.21996	0.87209
SMURF2	ENSG00000108854	0.87235	0.334	2.9007	0.19692	0.59266
CTLA4	ENSG00000163599	0.94085	0.334	1.6863	0.0	0.57992
SNX18	ENSG00000178996	0.95637	0.334	1.9702	0.070342	0.70883
SEPT11	ENSG00000138758	0.95924	0.334	1.9716	0.12918	0.63812
MSH2	ENSG00000095002	0.89539	0.334	-2.4487	0.19159	1.3137
HK1	ENSG00000156515	0.91459	0.334	3.2312	0.18533	0.61412
TOX4	ENSG00000092203	0.95637	0.334	2.3728	0.14576	0.63533
CSRNP2	ENSG00000110925	0.96015	0.334	2.1726	0.10595	0.66037
SP9	ENSG00000217236	0.94003	0.335	2.2641	0.0	0.5452
LTBP3	ENSG00000168056	0.68647	0.335	2.849	0.21414	0.71227
ALDH1A1	ENSG00000165092	0.95448	0.335	1.655	0.14639	0.71988
RASAL2	ENSG00000075391	0.79641	0.335	1.4044	0.20651	0.85283
AGAP3	ENSG00000133612	0.91091	0.335	2.9915	0.18587	0.65035
CCDC64	ENSG00000135127	0.94786	0.335	0.98406	0.15948	0.84293
ILDR2	ENSG00000143195	0.95385	0.335	1.2559	0.1466	0.80776
GRB10	ENSG00000106070	0.93945	0.335	1.5326	0.16979	0.76395
NCOA3	ENSG00000124151	0.54065	0.335	1.3278	0.22058	0.86588
PURA	ENSG00000185129	0.94029	0.335	3.3704	0.0	0.24629
INCENP	ENSG00000149503	0.88595	0.336	0.76649	0.19265	0.91178
TNR	ENSG00000116147	0.52437	0.336	1.5952	0.22111	0.84256
ARHGAP25	ENSG00000163219	0.94635	0.336	0.61934	0.15989	0.90907
PPP1CC	ENSG00000186298	0.95777	0.336	3.3595	0.10686	0.29486
RBFOX1	ENSG00000078328	0.95263	0.336	0.19555	0.14699	0.96713
XYLT1	ENSG00000103489	0.92418	0.336	0.58588	0.17902	0.92948
TMEM178B	ENSG00000261115	0.95458	0.336	2.3152	0.070903	0.50215
KIAA2026	ENSG00000183354	0.65923	0.336	-4.3262	0.21523	1.3753
PSD	ENSG00000059915	0.90358	0.337	1.7965	0.18688	0.79874
KLHL3	ENSG00000146021	0.94479	0.337	2.9931	0.1603	0.56061
SPTY2D1	ENSG00000179119	0.94476	0.337	1.0236	0.16031	0.85121
C1orf226	ENSG00000239887	0.939	0.337	0.8227	0.0	0.82197
ANGPT1	ENSG00000154188	0.95208	0.337	1.3025	0.14716	0.77322
ATG4B	ENSG00000168397	0.95648	0.337	1.4141	0.1302	0.73783
SLITRK1	ENSG00000178235	0.95737	0.337	0.40509	0.10701	0.9391
CACNA2D3	ENSG00000157445	0.57778	0.337	1.863	0.21888	0.78174
SART1	ENSG00000175467	0.88163	0.337	2.3016	0.19312	0.70823
RBMX2	ENSG00000134597	0.93892	0.337	0.91703	0.0	0.7731
ANKS1A	ENSG00000064999	0.80916	0.338	2.8133	0.20402	0.69055
KCNMB4	ENSG00000135643	0.93853	0.338	2.059	0.0	0.46331
PSMC3	ENSG00000165916	0.9547	0.338	3.867	0.13084	0.32604
CDH6	ENSG00000113361	0.91966	0.338	2.3866	0.17979	0.6836
FBLN1	ENSG00000077942	0.91878	0.338	1.4266	0.17994	0.80721
GFPT1	ENSG00000198380	0.89953	0.338	4.3482	0.18741	0.38342
STX12	ENSG00000117758	0.95624	0.338	0.94585	0.10743	0.78153
DLG2	ENSG00000150672	0.70796	0.338	2.0762	0.21228	0.74745
TMEM39A	ENSG00000176142	0.95467	0.338	1.5486	0.13085	0.73457
SIX2	ENSG00000170577	0.93869	0.338	0.51896	0.0	0.88622
NUTF2	ENSG00000102898	0.93864	0.338	2.2871	0.0	0.25475
RNF126	ENSG00000070423	0.95379	0.338	0.72908	0.071144	0.84686
DDHD1	ENSG00000100523	0.902	0.338	1.1808	0.18709	0.8516
SORCS1	ENSG00000108018	0.55937	0.338	1.3024	0.21953	0.85736
TIPRL	ENSG00000143155	0.95372	0.338	1.7975	0.071167	0.57977
FN1	ENSG00000115414	0.0014045	0.338	1.646	0.2539	0.87473
PCGF3	ENSG00000185619	0.95326	0.338	2.1015	0.071307	0.51804
PLCH1	ENSG00000114805	0.39649	0.338	1.4781	0.22551	0.86149
PTPRU	ENSG00000060656	0.39251	0.338	2.4486	0.22564	0.77475
FGF10	ENSG00000070193	0.93779	0.339	0.85048	0.0	0.76583
IFNGR2	ENSG00000159128	0.95281	0.339	0.82836	0.071445	0.82028
RUSC1	ENSG00000160753	0.9413	0.339	1.4463	0.1612	0.81879
ZNF318	ENSG00000171467	0.37383	0.339	0.2028	0.22627	0.98323
SOX13	ENSG00000143842	0.94185	0.339	1.741	0.16106	0.74299
ZBTB37	ENSG00000185278	0.95517	0.339	2.3551	0.10782	0.61481
BICC1	ENSG00000122870	0.83685	0.339	1.2467	0.19994	0.84758
CNTFR	ENSG00000122756	0.95549	0.339	1.599	0.10771	0.70646
ZMYND19	ENSG00000165724	0.95174	0.34	1.5584	0.071767	0.62247
LDB2	ENSG00000169744	0.9546	0.34	2.3718	0.10803	0.546
DDA1	ENSG00000130311	0.93718	0.34	1.6583	0.0	0.41881
LZTS1	ENSG00000061337	0.95491	0.34	0.21712	0.10792	0.96827
PHOX2B	ENSG00000109132	0.93755	0.34	2.0833	0.0	0.5494
SLITRK3	ENSG00000121871	0.93906	0.34	0.58903	0.16176	0.9278
BNC2	ENSG00000173068	0.92762	0.34	0.36014	0.17228	0.95893
GPR64	ENSG00000173698	0.92694	0.34	1.8863	0.17241	0.72365
HPRT1	ENSG00000165704	0.93728	0.34	2.3178	0.0	0.25849
RAB6A	ENSG00000175582	0.95237	0.34	2.5006	0.071577	0.34992
MAP3K5	ENSG00000197442	0.51964	0.34	3.2847	0.22091	0.65866
SLC4A7	ENSG00000033867	0.73616	0.34	2.2455	0.20977	0.7513
GABRB3	ENSG00000166206	0.95138	0.341	3.3856	0.13198	0.41015
JAK2	ENSG00000096968	0.65372	0.341	0.89572	0.21462	0.89521
ELK1	ENSG00000126767	0.93711	0.341	2.1894	0.0	0.55139
SLC35F1	ENSG00000196376	0.95133	0.341	1.7774	0.132	0.66111
LCP2	ENSG00000043462	0.92466	0.341	0.91798	0.17285	0.84745
CSTF1	ENSG00000101138	0.95401	0.341	3.4072	0.10824	0.41271
KIF1C	ENSG00000129250	0.71767	0.341	1.4012	0.21068	0.84972
RALGDS	ENSG00000160271	0.88814	0.341	1.4662	0.18883	0.8187
LRP5	ENSG00000162337	0.50992	0.341	1.6684	0.22125	0.85856
POU5F1	ENSG00000204531	0.95371	0.341	1.7567	0.10835	0.65652
SIK1	ENSG00000142178	0.93716	0.341	1.489	0.16222	0.80341
XYLT2	ENSG00000015532	0.92576	0.341	2.0916	0.17264	0.74584
AC006486.9	ENSG00000268643	0.93701	0.341	2.1219	0.0	0.40165
HOMER3	ENSG00000051128	0.95363	0.341	1.1898	0.10838	0.76739
BCL2L1	ENSG00000171552	0.93667	0.341	1.62	0.0	0.62285
DOCK1	ENSG00000150760	0.0068117	0.341	2.4128	0.24978	0.78797
GAB3	ENSG00000160219	0.9536	0.341	1.4669	0.10839	0.72331
EIF2S2	ENSG00000125977	0.95327	0.342	2.895	0.1085	0.36759
SYT14	ENSG00000143469	0.94463	0.342	1.3313	0.1494	0.7891
ARHGEF1	ENSG00000076928	0.76754	0.342	2.8274	0.20658	0.67579
ZC3H14	ENSG00000100722	0.88291	0.342	1.4514	0.18945	0.79541
EBP	ENSG00000147155	0.93645	0.342	1.4942	0.0	0.57142
FEZF1	ENSG00000128610	0.95043	0.342	1.291	0.072156	0.77877
HSD17B10	ENSG00000072506	0.93604	0.342	2.594	0.0	0.31143
AP3B2	ENSG00000103723	0.77198	0.342	2.9221	0.20632	0.66903
CLPX	ENSG00000166855	0.92377	0.342	1.814	0.17302	0.7213
CDC14B	ENSG00000081377	0.94308	0.343	1.013	0.14984	0.8243
EPB41L1	ENSG00000088367	0.87683	0.343	1.9386	0.19014	0.76034
RPS10-NUDT3	ENSG00000270800	0.95186	0.343	1.7535	0.109	0.62063
MOV10	ENSG00000155363	0.80908	0.343	2.7581	0.202	0.68442
HMBS	ENSG00000256269	0.94884	0.343	0.64341	0.13282	0.87352
HORMAD1	ENSG00000143452	0.94885	0.343	1.5375	0.13281	0.6877
POU2F1	ENSG00000143190	0.90229	0.343	2.2309	0.18248	0.69396
PRPS2	ENSG00000101911	0.93544	0.343	3.0509	0.0	0.27676
RAP1GDS1	ENSG00000138698	0.93288	0.343	1.0706	0.16322	0.82738
PMEPA1	ENSG00000124225	0.93577	0.343	1.2068	0.0	0.74151
RUNX2	ENSG00000124813	0.94884	0.343	1.6033	0.13282	0.74107
ALKBH5	ENSG00000091542	0.94974	0.343	2.5626	0.07236	0.53791
PFDN6	ENSG00000204220	0.93592	0.343	1.4066	0.0	0.52293
SNX1	ENSG00000028528	0.93179	0.344	0.80383	0.16346	0.87082
ASIC1	ENSG00000110881	0.93017	0.344	2.8206	0.16382	0.57989
COPZ1	ENSG00000111481	0.94896	0.344	0.76566	0.072587	0.78024
MTUS2	ENSG00000132938	0.79549	0.344	0.083466	0.20294	0.99155
IRF8	ENSG00000140968	0.94807	0.344	1.1873	0.13307	0.79869
PCDHAC2	ENSG00000243232	0.93114	0.344	1.7218	0.16361	0.79856
POLR2B	ENSG00000047315	0.52372	0.344	6.6178	0.22035	0.27547
CADPS2	ENSG00000081803	0.36785	0.344	1.0911	0.22646	0.8785
LYPLA2	ENSG00000011009	0.94955	0.344	1.6985	0.072416	0.60401
LRRC1	ENSG00000137269	0.93181	0.344	1.4596	0.16346	0.75082
MAP3K13	ENSG00000073803	0.80051	0.344	2.1934	0.2026	0.73811
OXR1	ENSG00000164830	0.84148	0.344	1.0161	0.19694	0.86369
P4HA1	ENSG00000122884	0.93166	0.344	2.014	0.16349	0.66823
NTN4	ENSG00000074527	0.91585	0.344	1.7405	0.17447	0.74427
AP3B1	ENSG00000132842	0.61532	0.344	0.88997	0.2162	0.89489
KIF3A	ENSG00000131437	0.89775	0.344	3.0924	0.18313	0.55255
FNTA	ENSG00000168522	0.94721	0.345	0.80353	0.13334	0.83556
ITGA5	ENSG00000161638	0.42455	0.345	1.6501	0.22429	0.8095
PI4KB	ENSG00000143393	0.86607	0.345	3.5512	0.19131	0.54808
CXXC1	ENSG00000154832	0.89506	0.345	3.1488	0.1835	0.5787
CD86	ENSG00000114013	0.94879	0.345	1.0754	0.072635	0.77485
MAF1	ENSG00000179632	0.94812	0.345	2.2179	0.07283	0.47963
VASP	ENSG00000125753	0.94665	0.345	1.2065	0.13352	0.77529
HERPUD2	ENSG00000122557	0.94702	0.345	1.0588	0.1334	0.79921
LARP4	ENSG00000161813	0.86884	0.345	0.98823	0.19102	0.85758
LCOR	ENSG00000196233	0.95022	0.345	1.1206	0.10956	0.7959
C6orf136	ENSG00000204564	0.94895	0.346	1.2564	0.10999	0.78487
CCNT2	ENSG00000082258	0.92681	0.346	1.7732	0.16455	0.74753
ATG2A	ENSG00000110046	0.053526	0.346	1.8142	0.24209	0.85288
USP49	ENSG00000164663	0.93828	0.346	2.6202	0.15114	0.64131
NUPL1	ENSG00000139496	0.92697	0.346	1.0565	0.16452	0.83005
ASUN	ENSG00000064102	0.86229	0.346	2.7584	0.19171	0.60395
ATP8A1	ENSG00000124406	0.1999	0.346	2.6126	0.23313	0.70191
RNF214	ENSG00000167257	0.9096	0.346	1.1522	0.17554	0.83513
EIF3I	ENSG00000084623	0.9493	0.346	2.4625	0.10987	0.50671
SGMS1	ENSG00000198964	0.94507	0.346	2.6665	0.13401	0.51729
TECPR2	ENSG00000196663	0.58003	0.346	1.7378	0.21763	0.83025
VPS4A	ENSG00000132612	0.94474	0.347	2.685	0.13411	0.54144
DHX36	ENSG00000174953	0.47221	0.347	1.8412	0.22228	0.77429
DROSHA	ENSG00000113360	0.093176	0.347	3.9842	0.23908	0.59924
PER2	ENSG00000132326	0.7148	0.347	0.42662	0.20948	0.95583
NEO1	ENSG00000067141	0.24398	0.347	1.6321	0.23134	0.83794
AFF1	ENSG00000172493	0.71038	0.347	-0.40638	0.20971	1.0442
BZW1	ENSG00000082153	0.94418	0.347	3.0326	0.13428	0.41824
ETV1	ENSG00000006468	0.93694	0.347	0.87469	0.15149	0.85004
THBS2	ENSG00000186340	0.55641	0.347	2.2148	0.21857	0.77373
BECN1	ENSG00000126581	0.93717	0.347	1.8763	0.15144	0.66645
BEND3	ENSG00000178409	0.93555	0.347	2.3139	0.15185	0.72429
LRRC8A	ENSG00000136802	0.94398	0.347	3.3754	0.13434	0.58326
MEGF10	ENSG00000145794	0.3904	0.347	1.0492	0.22557	0.88721
RNF144A	ENSG00000151692	0.94776	0.347	1.4356	0.11038	0.69709
STAT4	ENSG00000138378	0.7662	0.347	2.7415	0.20484	0.60894
TRAM2	ENSG00000065308	0.94418	0.347	1.7609	0.13428	0.66454
STK38L	ENSG00000211455	0.93427	0.348	2.9413	0.15218	0.47346
EXOC3	ENSG00000180104	0.92216	0.348	2.4337	0.16552	0.6777
SLK	ENSG00000065613	0.37441	0.348	2.6457	0.22618	0.70307
DCAF7	ENSG00000136485	0.93284	0.348	2.7356	0.0	0.1648
EHBP1	ENSG00000115504	0.30745	0.348	1.1852	0.2288	0.86754
USP14	ENSG00000101557	0.90546	0.348	1.9354	0.17622	0.66051
LHX5	ENSG00000089116	0.94591	0.348	2.1724	0.07346	0.58864
RDX	ENSG00000137710	0.85245	0.348	0.90818	0.1927	0.85731
PDE2A	ENSG00000186642	0.631	0.348	4.056	0.21468	0.50654
E2F3	ENSG00000112242	0.9458	0.349	1.5902	0.11102	0.71748
FOXN1	ENSG00000109101	0.94214	0.349	0.65722	0.1349	0.90591
SGTA	ENSG00000104969	0.94632	0.349	1.9674	0.11085	0.61933
ZNF503	ENSG00000165655	0.94589	0.349	0.68106	0.073465	0.90254
RASSF8	ENSG00000123094	0.94158	0.349	1.1038	0.13506	0.79114
CD22	ENSG00000012124	0.8044	0.349	0.6737	0.19993	0.91408
FLT3	ENSG00000122025	0.60777	0.349	0.982	0.2157	0.87931
UGCG	ENSG00000148154	0.94147	0.349	2.7391	0.1351	0.47268
ZNF146	ENSG00000167635	0.93205	0.349	2.5779	0.0	0.41279
FRMD4B	ENSG00000114541	0.4539	0.349	-0.040505	0.22298	1.0049
UBR1	ENSG00000159459	0.0054862	0.349	2.3964	0.25305	0.77748
YBX1	ENSG00000065978	0.94646	0.349	1.715	0.11081	0.64359
SLC25A5	ENSG00000005022	0.93194	0.349	2.6524	0.0	0.33813
RPS4X	ENSG00000198034	0.93222	0.349	2.2887	0.0	0.37997
NUP214	ENSG00000126883	0.054748	0.349	0.65338	0.24269	0.94517
HNRNPLL	ENSG00000143889	0.91907	0.349	2.3619	0.16615	0.60986
SLC4A1	ENSG00000004939	0.84602	0.349	1.6611	0.19333	0.79772
RAP1GAP	ENSG00000076864	0.84376	0.349	2.3001	0.19354	0.69298
MAP4	ENSG00000047849	0.84782	0.349	0.69035	0.19315	0.92233
EFNB1	ENSG00000090776	0.93251	0.349	1.5909	0.0	0.64144
EGFR	ENSG00000146648	0.36837	0.349	1.8734	0.22642	0.80082
RASGEF1B	ENSG00000138670	0.92073	0.349	1.474	0.16581	0.74603
EMD	ENSG00000102119	0.93178	0.35	-0.16471	0.0	1.0442
RHOT1	ENSG00000126858	0.79851	0.35	2.4699	0.20037	0.63484
KIDINS220	ENSG00000134313	0.073562	0.35	2.2613	0.24107	0.79664
EN1	ENSG00000163064	0.93135	0.35	1.0998	0.0	0.76824
MMP16	ENSG00000156103	0.91797	0.35	3.5194	0.16636	0.46885
CBX5	ENSG00000094916	0.93174	0.35	2.5267	0.0	0.29497
APPL1	ENSG00000157500	0.7952	0.35	0.71635	0.20062	0.89487
LEO1	ENSG00000166477	0.87094	0.35	2.3445	0.18656	0.65583
S100PBP	ENSG00000116497	0.94509	0.35	0.076466	0.11125	0.9856
ARID5A	ENSG00000196843	0.94518	0.35	1.669	0.11122	0.74511
MRGBP	ENSG00000101189	0.93142	0.35	2.2448	0.0	0.4063
LHFPL3	ENSG00000187416	0.93153	0.35	1.0641	0.0	0.73982
NR3C2	ENSG00000151623	0.83739	0.35	2.0951	0.19414	0.74271
SLC38A1	ENSG00000111371	0.93067	0.35	2.1483	0.15307	0.62984
HOXA3	ENSG00000105997	0.9445	0.35	0.28115	0.073854	0.95248
GTPBP1	ENSG00000100226	0.93001	0.351	3.358	0.15323	0.52279
RAB11FIP2	ENSG00000107560	0.94451	0.351	0.77939	0.11143	0.86546
SREK1	ENSG00000153914	0.9148	0.351	2.2589	0.16698	0.65841
MDGA2	ENSG00000272781	0.66457	0.351	1.7393	0.21202	0.79189
DNAJB14	ENSG00000164031	0.93874	0.351	1.6889	0.13589	0.66614
AGTPBP1	ENSG00000135049	0.42151	0.351	2.011	0.22423	0.77229
MAZ	ENSG00000103495	0.94363	0.351	0.58627	0.074095	0.89387
SDK2	ENSG00000069188	0.0041393	0.351	2.6782	0.25486	0.79333
MRC1	ENSG00000120586	0.94335	0.352	1.9537	0.11179	0.56456
PCDH10	ENSG00000138650	0.89066	0.352	1.083	0.17849	0.87499
SHROOM3	ENSG00000138771	0.31709	0.352	1.2399	0.22852	0.89736
BMI1	ENSG00000168283	0.94286	0.352	2.4296	0.11195	0.48206
KANSL1L	ENSG00000144445	0.65684	0.352	0.24511	0.2124	0.96869
SYAP1	ENSG00000169895	0.94312	0.352	1.159	0.074234	0.71027
ASNA1	ENSG00000198356	0.94316	0.352	2.2073	0.074224	0.57138
STRN3	ENSG00000196792	0.82925	0.352	0.93473	0.19488	0.87031
KLHDC10	ENSG00000128607	0.92564	0.353	3.4081	0.15426	0.37825
MYB	ENSG00000118513	0.81924	0.353	2.5064	0.19576	0.6531
INPP4B	ENSG00000109452	0.55218	0.353	1.1286	0.21809	0.85497
TBC1D30	ENSG00000111490	0.88919	0.353	2.7005	0.1787	0.62631
TRAF4	ENSG00000076604	0.93602	0.353	2.4225	0.13666	0.60317
UBFD1	ENSG00000103353	0.94238	0.353	1.0376	0.074439	0.76828
HSP90AA1	ENSG00000080824	0.86025	0.353	1.0368	0.18779	0.86179
ARAP1	ENSG00000186635	0.12294	0.353	2.1365	0.23789	0.80074
PAPPA	ENSG00000182752	0.1613	0.354	2.2145	0.23578	0.79188
TTN	ENSG00000155657	2.5582e-96	0.354	-1.1021	0.3268	1.0233
TUBGCP3	ENSG00000126216	0.4552	0.354	2.5155	0.22263	0.68758
MIA3	ENSG00000154305	0.03675	0.354	0.69426	0.24586	0.93786
COLEC12	ENSG00000158270	0.90761	0.354	1.4882	0.16831	0.79112
ARL8A	ENSG00000143862	0.94173	0.354	2.9159	0.074615	0.22374
ZNF362	ENSG00000160094	0.94115	0.354	2.7283	0.11247	0.5224
EIF4E	ENSG00000151247	0.94133	0.354	2.5813	0.11242	0.36585
LCORL	ENSG00000178177	0.92374	0.354	1.6596	0.15469	0.72041
ST3GAL2	ENSG00000157350	0.9417	0.354	1.703	0.11231	0.68616
RNF19B	ENSG00000116514	0.92372	0.354	2.2728	0.1547	0.65968
DIP2A	ENSG00000160305	0.11301	0.354	2.6228	0.2387	0.76146
RAF1	ENSG00000132155	0.85295	0.354	2.4628	0.18859	0.63809
ELOVL5	ENSG00000012660	0.93341	0.355	1.5155	0.13737	0.68645
XRN2	ENSG00000088930	0.34851	0.355	2.5001	0.22724	0.69127
SLC24A3	ENSG00000185052	0.87946	0.355	2.0889	0.18007	0.69779
JMJD6	ENSG00000070495	0.93353	0.355	1.4782	0.13734	0.73616
PLP1	ENSG00000123560	0.92845	0.355	2.0373	0.0	0.43581
CADM3	ENSG00000162706	0.93386	0.355	1.6917	0.13725	0.69402
SPCS2	ENSG00000118363	0.92879	0.355	1.4233	0.0	0.63225
UBE2H	ENSG00000186591	0.94063	0.355	3.2981	0.07491	0.095067
BMPR1A	ENSG00000107779	0.90333	0.355	1.9176	0.16907	0.68812
PSMC5	ENSG00000087191	0.93308	0.355	4.1587	0.13746	0.24534
CD19	ENSG00000177455	0.90496	0.355	1.0267	0.16879	0.83895
FLT3LG	ENSG00000090554	0.9404	0.356	0.89737	0.074973	0.78474
GRIP1	ENSG00000155974	0.50828	0.356	1.582	0.21998	0.81606
WWTR1	ENSG00000018408	0.93914	0.356	1.1165	0.11308	0.79164
ZNF326	ENSG00000162664	0.90182	0.356	1.5847	0.16934	0.75106
KCNQ3	ENSG00000184156	0.80089	0.356	2.068	0.1973	0.73358
CALM3	ENSG00000160014	0.92749	0.357	2.9788	0.0	0.10305
GID8	ENSG00000101193	0.93963	0.357	2.4722	0.075178	0.40998
SPTBN2	ENSG00000173898	9.9268e-05	0.357	2.6349	0.26809	0.80828
RCC1	ENSG00000180198	0.93109	0.357	1.6839	0.13799	0.71699
EPHA6	ENSG00000080224	0.67037	0.357	1.5033	0.21034	0.82864
FER	ENSG00000151422	0.6633	0.357	1.2604	0.21072	0.82502
YWHAZ	ENSG00000164924	0.93965	0.357	3.0961	0.075172	0.23268
GRB2	ENSG00000177885	0.93934	0.357	2.8509	0.075256	0.30643
IPO8	ENSG00000133704	0.2344	0.358	2.1174	0.23246	0.74533
SUV39H2	ENSG00000152455	0.92921	0.358	3.2832	0.13848	0.36218
SVIL	ENSG00000197321	0.00086302	0.358	0.88511	0.2623	0.93069
OSBPL11	ENSG00000144909	0.83432	0.358	2.2935	0.19054	0.67781
