human_ensembl_id,human_gene_name,lemur_ensembl_id
ENSG00000177595,PIDD1,ENSMICG00000015084
ENSG00000086544,ITPKC,ENSMICG00000034124
ENSG00000111834,RSPH4A,ENSMICG00000032048
ENSG00000201954,RNU6-673P,ENSMICG00000043913
ENSG00000145020,AMT,ENSMICG00000001251
ENSG00000107854,TNKS2,ENSMICG00000014154
ENSG00000253090,SNORA73,ENSMICG00000024046
ENSG00000204498,NFKBIL1,ENSMICG00000044423
ENSG00000111237,VPS29,ENSMICG00000031782
ENSG00000105613,MAST1,ENSMICG00000016221
ENSG00000151164,RAD9B,ENSMICG00000038244
ENSG00000151553,FHIP2A,ENSMICG00000016302
ENSG00000169976,SF3B5,ENSMICG00000014922
ENSG00000048649,RSF1,ENSMICG00000014613
ENSG00000083097,DOP1A,ENSMICG00000009599
ENSG00000184497,TMEM255B,ENSMICG00000044484
ENSG00000271824,SMIM32,ENSMICG00000026478
ENSG00000131944,FAAP24,ENSMICG00000044088
ENSG00000241243,RN7SL629P,ENSMICG00000027452
ENSG00000200462,RNU6-727P,ENSMICG00000045685
ENSG00000108018,SORCS1,ENSMICG00000007006
ENSG00000101109,STK4,ENSMICG00000000982
ENSG00000183378,OVCH2,ENSMICG00000002410
ENSG00000105650,PDE4C,ENSMICG00000037741
ENSG00000164509,IL31RA,ENSMICG00000011557
ENSG00000186119,OR5D18,ENSMICG00000013940
ENSG00000181961,OR4A16,ENSMICG00000008279
ENSG00000148426,PROSER2,ENSMICG00000032687
ENSG00000134884,ARGLU1,ENSMICG00000016569
ENSG00000252438,,ENSMICG00000022783
ENSG00000107562,CXCL12,ENSMICG00000011935
ENSG00000139517,LNX2,ENSMICG00000016873
ENSG00000100105,PATZ1,ENSMICG00000005430
ENSG00000178645,C10orf53,ENSMICG00000046317
ENSG00000195401,Y_RNA,ENSMICG00000041749
ENSG00000222430,Y_RNA,ENSMICG00000043374
ENSG00000107859,PITX3,ENSMICG00000045312
ENSG00000207468,SNORA19,ENSMICG00000037543
ENSG00000222588,,ENSMICG00000035762
ENSG00000176900,OR51T1,ENSMICG00000026388
ENSG00000242853,RN7SL749P,ENSMICG00000028589
ENSG00000279116,OR8D2,ENSMICG00000001098
ENSG00000100348,TXN2,ENSMICG00000030165
ENSG00000255223,OR5M11,ENSMICG00000041685
ENSG00000132801,ZSWIM3,ENSMICG00000045627
ENSG00000089116,LHX5,ENSMICG00000046634
ENSG00000181371,OR5M8,ENSMICG00000005818
ENSG00000125966,MMP24,ENSMICG00000005999
ENSG00000126226,PCID2,ENSMICG00000028127
ENSG00000165182,CXorf58,ENSMICG00000036290
ENSG00000079393,DUSP13B,ENSMICG00000017813
ENSG00000139645,ANKRD52,ENSMICG00000028491
ENSG00000234465,PINLYP,ENSMICG00000041713
ENSG00000198283,OR5B21,ENSMICG00000044902
ENSG00000165376,CLDN2,ENSMICG00000015690
ENSG00000080839,RBL1,ENSMICG00000005598
ENSG00000166949,SMAD3,ENSMICG00000006119
ENSG00000181718,OR5T2,ENSMICG00000007784
ENSG00000128789,PSMG2,ENSMICG00000036341
ENSG00000186714,CCDC73,ENSMICG00000027398
ENSG00000186838,SELENOV,ENSMICG00000042095
ENSG00000130748,TMEM160,ENSMICG00000035539
ENSG00000130749,ZC3H4,ENSMICG00000008786
ENSG00000165186,PTCHD1,ENSMICG00000000824
ENSG00000110944,IL23A,ENSMICG00000027017
ENSG00000164061,BSN,ENSMICG00000010621
ENSG00000170638,TRABD,ENSMICG00000030662
ENSG00000201243,RNU6-654P,ENSMICG00000043114
ENSG00000102048,ASB9,ENSMICG00000003161
ENSG00000137727,ARHGAP20,ENSMICG00000029239
ENSG00000183559,C10orf120,ENSMICG00000008567
ENSG00000111711,GOLT1B,ENSMICG00000041496
ENSG00000099341,PSMD8,ENSMICG00000041917
ENSG00000207505,RNU6-1105P,ENSMICG00000045108
ENSG00000238942,SNORD2,ENSMICG00000043385
ENSG00000221420,SNORA81,ENSMICG00000043475
ENSG00000200320,SNORA63,ENSMICG00000021666
ENSG00000263776,SNORA4,ENSMICG00000021703
ENSG00000183770,FOXL2,ENSMICG00000049490
ENSG00000166947,EPB42,ENSMICG00000009962
ENSG00000147113,DIPK2B,ENSMICG00000037484
ENSG00000134548,SPX,ENSMICG00000034641
ENSG00000283418,U6,ENSMICG00000044117
ENSG00000196132,MYT1,ENSMICG00000003327
ENSG00000179988,PSTK,ENSMICG00000005140
ENSG00000104856,RELB,ENSMICG00000006991
ENSG00000049768,FOXP3,ENSMICG00000006391
ENSG00000164244,PRRC1,ENSMICG00000009016
ENSG00000172602,RND1,ENSMICG00000034995
ENSG00000199812,RNU6-428P,ENSMICG00000045371
ENSG00000207779,MIR15B,ENSMICG00000035326
ENSG00000198987,MIR16-2,ENSMICG00000028182
ENSG00000179674,ARL14,ENSMICG00000049117
ENSG00000171862,PTEN,ENSMICG00000027321
ENSG00000111328,CDK2AP1,ENSMICG00000033828
ENSG00000170684,ZNF296,ENSMICG00000007012
ENSG00000088812,ATRN,ENSMICG00000002479
ENSG00000206674,RNU6-945P,ENSMICG00000044910
ENSG00000065060,BLTP3A,ENSMICG00000014035
ENSG00000207281,Y_RNA,ENSMICG00000022070
ENSG00000206925,Y_RNA,ENSMICG00000043760
ENSG00000207630,MIR7-3,ENSMICG00000019498
ENSG00000114251,WNT5A,ENSMICG00000034489
ENSG00000130158,DOCK6,ENSMICG00000004040
ENSG00000154237,LRRK1,ENSMICG00000014823
ENSG00000101557,USP14,ENSMICG00000009020
ENSG00000184992,BRI3BP,ENSMICG00000047799
ENSG00000180929,GPR62,ENSMICG00000037214
ENSG00000124678,TCP11,ENSMICG00000005056
ENSG00000293600,,ENSMICG00000036280
ENSG00000170549,IRX1,ENSMICG00000011730
ENSG00000074590,NUAK1,ENSMICG00000043070
ENSG00000182667,NTM,ENSMICG00000004808
ENSG00000113595,TRIM23,ENSMICG00000031207
ENSG00000178217,SH2D4B,ENSMICG00000007396
ENSG00000214700,C12orf71,ENSMICG00000035518
ENSG00000111490,TBC1D30,ENSMICG00000027290
ENSG00000101350,KIF3B,ENSMICG00000015964
ENSG00000184719,RNLS,ENSMICG00000014189
ENSG00000120688,WBP4,ENSMICG00000047481
ENSG00000125864,BFSP1,ENSMICG00000028889
ENSG00000015285,WAS,ENSMICG00000035528
ENSG00000113597,TRAPPC13,ENSMICG00000015539
ENSG00000022840,RNF10,ENSMICG00000008682
ENSG00000099617,EFNA2,ENSMICG00000027470
ENSG00000134278,SPIRE1,ENSMICG00000000131
ENSG00000164086,DUSP7,ENSMICG00000002706
ENSG00000177291,GJD4,ENSMICG00000044444
ENSG00000068650,ATP11A,ENSMICG00000007865
ENSG00000178795,GDPD4,ENSMICG00000046391
ENSG00000177283,FZD8,ENSMICG00000034564
ENSG00000199150,MIRLET7G,ENSMICG00000019334
ENSG00000207926,MIR135A1,ENSMICG00000018548
ENSG00000163930,BAP1,ENSMICG00000002801
ENSG00000153896,ZNF599,ENSMICG00000017042
ENSG00000101000,PROCR,ENSMICG00000038532
ENSG00000143869,GDF7,ENSMICG00000044629
ENSG00000272034,SNORD14A,ENSMICG00000020565
ENSG00000201586,RNU6-593P,ENSMICG00000035979
ENSG00000124172,ATP5F1E,ENSMICG00000014899
ENSG00000185650,ZFP36L1,ENSMICG00000037296
ENSG00000118096,IFT46,ENSMICG00000015335
ENSG00000171126,KCNG3,ENSMICG00000044364
ENSG00000170820,FSHR,ENSMICG00000006050
ENSG00000125971,DYNLRB1,ENSMICG00000003253
ENSG00000099968,BCL2L13,ENSMICG00000038457
ENSG00000124181,PLCG1,ENSMICG00000007095
ENSG00000171574,ZNF584,ENSMICG00000030713
ENSG00000123561,SERPINA7,ENSMICG00000014393
ENSG00000113555,PCDH12,ENSMICG00000000402
ENSG00000166224,SGPL1,ENSMICG00000015141
ENSG00000180697,C3orf22,ENSMICG00000044831
ENSG00000133110,POSTN,ENSMICG00000015465
ENSG00000086717,PPEF1,ENSMICG00000004203
ENSG00000175161,CADM2,ENSMICG00000014503
ENSG00000187783,TMEM72,ENSMICG00000026795
ENSG00000222743,RNU6-1190P,ENSMICG00000020772
ENSG00000123374,CDK2,ENSMICG00000026391
ENSG00000283758,PMIS2,ENSMICG00000046169
ENSG00000273173,SNURF,ENSMICG00000033656
ENSG00000199487,Y_RNA,ENSMICG00000046046
ENSG00000027075,PRKCH,ENSMICG00000002219
ENSG00000115464,USP34,ENSMICG00000007137
ENSG00000252908,RNU6-1003P,ENSMICG00000045544
ENSG00000075290,WNT8B,ENSMICG00000001314
ENSG00000276314,SNORD107,ENSMICG00000033976
ENSG00000214872,SMTNL1,ENSMICG00000032273
ENSG00000276610,SNORD64,ENSMICG00000047337
ENSG00000112972,HMGCS1,ENSMICG00000001372
ENSG00000167346,MMP26,ENSMICG00000014304
ENSG00000136750,GAD2,ENSMICG00000006215
ENSG00000156689,GLYATL2,ENSMICG00000002099
ENSG00000236980,CIMIP7,ENSMICG00000026553
ENSG00000163646,CLRN1,ENSMICG00000049572
ENSG00000173338,KCNK7,ENSMICG00000008803
ENSG00000173401,GLIPR1L1,ENSMICG00000015888
ENSG00000232810,TNF,ENSMICG00000029047
ENSG00000151882,CCL28,ENSMICG00000045487
ENSG00000036473,OTC,ENSMICG00000011724
ENSG00000139278,GLIPR1,ENSMICG00000015121
ENSG00000081087,OSTM1,ENSMICG00000027511
ENSG00000202071,Y_RNA,ENSMICG00000041922
ENSG00000241587,RN7SL482P,ENSMICG00000038215
ENSG00000174695,TMEM167A,ENSMICG00000009860
ENSG00000088726,TMEM40,ENSMICG00000003715
ENSG00000179626,OR6C4,ENSMICG00000013185
ENSG00000223156,RNU2-18P,ENSMICG00000023485
ENSG00000165985,C1QL3,ENSMICG00000011478
ENSG00000238835,SCARNA18,ENSMICG00000046726
ENSG00000184702,SEPTIN5,ENSMICG00000028407
ENSG00000105443,CYTH2,ENSMICG00000008908
ENSG00000122862,SRGN,ENSMICG00000046302
ENSG00000072657,TRHDE,ENSMICG00000014223
ENSG00000165923,AGBL2,ENSMICG00000011310
ENSG00000165194,PCDH19,ENSMICG00000037531
ENSG00000252881,RNU6-334P,ENSMICG00000034061
ENSG00000135346,CGA,ENSMICG00000026731
ENSG00000049860,HEXB,ENSMICG00000032021
ENSG00000207604,MIR206,ENSMICG00000019379
ENSG00000199080,MIR133B,ENSMICG00000018044
ENSG00000112115,IL17A,ENSMICG00000043002
ENSG00000269313,MAGIX,ENSMICG00000029530
ENSG00000112116,IL17F,ENSMICG00000026740
ENSG00000213626,LBH,ENSMICG00000000643
ENSG00000187857,OR6C75,ENSMICG00000047731
ENSG00000082175,PGR,ENSMICG00000006331
ENSG00000240053,LY6G5B,ENSMICG00000043933
ENSG00000177627,C12orf54,ENSMICG00000044033
ENSG00000131264,CDX4,ENSMICG00000011271
ENSG00000072133,RPS6KA6,ENSMICG00000006433
ENSG00000204428,LY6G5C,ENSMICG00000045037
ENSG00000167531,LALBA,ENSMICG00000027875
ENSG00000237988,OR2I1,ENSMICG00000032426
ENSG00000146243,IRAK1BP1,ENSMICG00000044942
ENSG00000221611,,ENSMICG00000022428
ENSG00000119866,BCL11A,ENSMICG00000015052
ENSG00000181929,PRKAG1,ENSMICG00000035239
ENSG00000156564,LRFN2,ENSMICG00000008432
ENSG00000075643,MOCOS,ENSMICG00000006930
ENSG00000125885,MCM8,ENSMICG00000011640
ENSG00000188315,C3orf62,ENSMICG00000044230
ENSG00000205593,DENND6B,ENSMICG00000033648
ENSG00000112159,MDN1,ENSMICG00000012232
ENSG00000222361,RNU6-1186P,ENSMICG00000026284
ENSG00000086570,FAT2,ENSMICG00000046358
ENSG00000177947,CIMAP1A,ENSMICG00000006280
ENSG00000073282,TP63,ENSMICG00000049134
ENSG00000207223,Y_RNA,ENSMICG00000045843
ENSG00000180304,OAZ2,ENSMICG00000007344
ENSG00000166800,LDHAL6A,ENSMICG00000008876
ENSG00000120149,MSX2,ENSMICG00000026941
ENSG00000145491,ROPN1L,ENSMICG00000035924
ENSG00000110171,TRIM3,ENSMICG00000002100
ENSG00000238554,RNU1-88P,ENSMICG00000023218
ENSG00000124772,CPNE5,ENSMICG00000004691
ENSG00000145908,ZNF300,ENSMICG00000037632
ENSG00000245848,CEBPA,ENSMICG00000029472
ENSG00000198597,ZNF536,ENSMICG00000035640
ENSG00000205572,SERF1B,ENSMICG00000046614
ENSG00000089195,TRMT6,ENSMICG00000011626
ENSG00000115353,TACR1,ENSMICG00000027990
ENSG00000186951,PPARA,ENSMICG00000046894
ENSG00000200688,Y_RNA,ENSMICG00000034115
ENSG00000178199,ZC3H12D,ENSMICG00000044838
ENSG00000201428,RN7SKP71,ENSMICG00000020408
ENSG00000157884,CIB4,ENSMICG00000006843
ENSG00000206669,Y_RNA,ENSMICG00000043621
ENSG00000173064,HECTD4,ENSMICG00000031645
ENSG00000174132,FAM174A,ENSMICG00000012302
ENSG00000157554,ERG,ENSMICG00000003196
ENSG00000048545,GUCA1A,ENSMICG00000011368
ENSG00000134571,MYBPC3,ENSMICG00000007096
ENSG00000169067,ACTBL2,ENSMICG00000014700
ENSG00000149346,SLX4IP,ENSMICG00000005604
ENSG00000164508,H2AC1,ENSMICG00000042542
ENSG00000112164,GLP1R,ENSMICG00000017281
ENSG00000168461,RAB31,ENSMICG00000002882
ENSG00000088766,CRLS1,ENSMICG00000011666
ENSG00000115423,DNAH6,ENSMICG00000015331
ENSG00000112167,SAYSD1,ENSMICG00000035440
ENSG00000156453,PCDH1,ENSMICG00000017453
ENSG00000189001,SBSN,ENSMICG00000042629
ENSG00000105679,GAPDHS,ENSMICG00000010889
ENSG00000214338,MTCL3,ENSMICG00000026401
ENSG00000111241,FGF6,ENSMICG00000027208
ENSG00000175197,DDIT3,ENSMICG00000005434
ENSG00000198646,NCOA6,ENSMICG00000032033
ENSG00000146216,TTBK1,ENSMICG00000008369
ENSG00000105675,ATP4A,ENSMICG00000009844
ENSG00000149972,CNTN5,ENSMICG00000015969
ENSG00000167315,ACAA2,ENSMICG00000005278
ENSG00000184731,FAM110C,ENSMICG00000043789
ENSG00000181234,TMEM132C,ENSMICG00000032345
ENSG00000181704,YIPF6,ENSMICG00000038511
ENSG00000256660,CLEC12B,ENSMICG00000030372
ENSG00000171094,ALK,ENSMICG00000000637
ENSG00000242120,MDFIC2,ENSMICG00000032034
ENSG00000163684,RPP14,ENSMICG00000036730
ENSG00000160255,ITGB2,ENSMICG00000002984
ENSG00000139364,TMEM132B,ENSMICG00000016099
ENSG00000100109,TFIP11,ENSMICG00000013732
ENSG00000273658,,ENSMICG00000033706
ENSG00000114757,PEX5L,ENSMICG00000048938
ENSG00000198774,RASSF9,ENSMICG00000042014
ENSG00000173275,ZNF449,ENSMICG00000003164
ENSG00000213892,CEACAM16,ENSMICG00000033918
ENSG00000139132,FGD4,ENSMICG00000017663
ENSG00000267673,FDX2,ENSMICG00000029070
ENSG00000068323,TFE3,ENSMICG00000009708
ENSG00000166833,NAV2,ENSMICG00000017096
ENSG00000167468,GPX4,ENSMICG00000013068
ENSG00000121743,GJA3,ENSMICG00000029524
ENSG00000132953,XPO4,ENSMICG00000004636
ENSG00000198910,L1CAM,ENSMICG00000003486
ENSG00000088451,TGDS,ENSMICG00000007621
ENSG00000104804,TULP2,ENSMICG00000041456
ENSG00000173557,CIMIP2C,ENSMICG00000044017
ENSG00000125538,IL1B,ENSMICG00000047498
ENSG00000104960,PTOV1,ENSMICG00000003113
ENSG00000215421,ZNF407,ENSMICG00000034092
ENSG00000187498,COL4A1,ENSMICG00000042757
ENSG00000172985,SH3RF3,ENSMICG00000010782
ENSG00000151914,DST,ENSMICG00000011069
ENSG00000170417,TMEM182,ENSMICG00000008841
ENSG00000141458,NPC1,ENSMICG00000009311
ENSG00000101182,PSMA7,ENSMICG00000014687
ENSG00000100104,SRRD,ENSMICG00000013722
ENSG00000100276,RASL10A,ENSMICG00000032503
ENSG00000186442,KRT3,ENSMICG00000002232
ENSG00000183066,WBP2NL,ENSMICG00000047786
ENSG00000101412,E2F1,ENSMICG00000006921
ENSG00000144227,NXPH2,ENSMICG00000045401
ENSG00000170477,KRT4,ENSMICG00000002238
ENSG00000185640,KRT79,ENSMICG00000002243
ENSG00000125877,ITPA,ENSMICG00000013833
ENSG00000100281,HMGXB4,ENSMICG00000010131
ENSG00000226479,TMEM185B,ENSMICG00000042089
ENSG00000170423,KRT78,ENSMICG00000002247
ENSG00000213139,CRYGS,ENSMICG00000048886
ENSG00000246705,H2AJ,ENSMICG00000043590
ENSG00000139055,ERP27,ENSMICG00000006261
ENSG00000091181,IL5RA,ENSMICG00000046178
ENSG00000200830,RN7SKP134,ENSMICG00000023283
ENSG00000119715,ESRRB,ENSMICG00000003618
ENSG00000187994,RINL,ENSMICG00000042105
ENSG00000167548,KMT2D,ENSMICG00000017547
ENSG00000262484,CCER2,ENSMICG00000033685
ENSG00000198142,SOWAHC,ENSMICG00000010803
ENSG00000100347,SAMM50,ENSMICG00000046175
ENSG00000105204,DYRK1B,ENSMICG00000007680
ENSG00000123901,GPR83,ENSMICG00000028902
ENSG00000168702,LRP1B,ENSMICG00000014855
ENSG00000054654,SYNE2,ENSMICG00000012900
ENSG00000205177,C11orf91,ENSMICG00000042497
ENSG00000141452,RMC1,ENSMICG00000009300
ENSG00000188486,H2AX,ENSMICG00000048068
ENSG00000220201,ZGLP1,ENSMICG00000036834
ENSG00000101474,APMAP,ENSMICG00000002038
ENSG00000134817,APLNR,ENSMICG00000004827
ENSG00000149305,HTR3B,ENSMICG00000010056
ENSG00000162989,KCNJ3,ENSMICG00000005207
ENSG00000090372,STRN4,ENSMICG00000015400
ENSG00000253049,,ENSMICG00000045081
ENSG00000120694,HSPH1,ENSMICG00000011892
ENSG00000188419,CHM,ENSMICG00000029091
ENSG00000101180,HRH3,ENSMICG00000003541
ENSG00000178694,NSUN3,ENSMICG00000011886
ENSG00000159086,PAXBP1,ENSMICG00000037481
ENSG00000174456,C12orf76,ENSMICG00000047429
ENSG00000101191,DIDO1,ENSMICG00000006217
ENSG00000125084,WNT1,ENSMICG00000045219
ENSG00000169379,ARL13B,ENSMICG00000011874
ENSG00000136535,TBR1,ENSMICG00000009721
ENSG00000089250,NOS1,ENSMICG00000011010
ENSG00000182902,SLC25A18,ENSMICG00000045514
ENSG00000110777,POU2AF1,ENSMICG00000034665
ENSG00000152214,RIT2,ENSMICG00000006203
ENSG00000253099,RNU2-60P,ENSMICG00000028092
ENSG00000207811,MIR34B,ENSMICG00000019440
ENSG00000207562,MIR34C,ENSMICG00000018096
ENSG00000223324,RN7SKP273,ENSMICG00000030300
ENSG00000137707,BTG4,ENSMICG00000001293
ENSG00000177576,C18orf32,ENSMICG00000042525
ENSG00000151117,TMEM86A,ENSMICG00000046987
ENSG00000086758,HUWE1,ENSMICG00000010879
ENSG00000141644,MBD1,ENSMICG00000006414
ENSG00000188039,NWD1,ENSMICG00000003445
ENSG00000155957,TMBIM4,ENSMICG00000017400
ENSG00000101473,ACOT8,ENSMICG00000044014
ENSG00000183560,IZUMO1R,ENSMICG00000031112
ENSG00000150750,POU2AF2,ENSMICG00000028357
ENSG00000214290,POU2AF3,ENSMICG00000032454
ENSG00000154727,GABPA,ENSMICG00000006341
ENSG00000173389,IQCF1,ENSMICG00000028785
ENSG00000223953,C1QTNF5,ENSMICG00000046225
ENSG00000184345,IQCF2,ENSMICG00000011056
ENSG00000235718,MFRP,ENSMICG00000006043
ENSG00000088325,TPX2,ENSMICG00000015833
ENSG00000215009,ACSM4,ENSMICG00000027788
ENSG00000214681,IQCF5,ENSMICG00000036795
ENSG00000216135,MIR885,ENSMICG00000018353
ENSG00000197808,ZNF461,ENSMICG00000035164
ENSG00000185313,SCN10A,ENSMICG00000048891
ENSG00000076555,ACACB,ENSMICG00000043665
ENSG00000075388,FGF4,ENSMICG00000046252
ENSG00000201535,Y_RNA,ENSMICG00000042553
ENSG00000160683,CXCR5,ENSMICG00000033618
ENSG00000163083,INHBB,ENSMICG00000047510
ENSG00000110375,UPK2,ENSMICG00000045198
ENSG00000144331,ZNF385B,ENSMICG00000016924
ENSG00000144597,EAF1,ENSMICG00000048930
ENSG00000222529,Y_RNA,ENSMICG00000048085
ENSG00000176302,FOXR1,ENSMICG00000045316
ENSG00000241064,RN7SL110P,ENSMICG00000035253
ENSG00000263740,RN7SL4P,ENSMICG00000031124
ENSG00000213689,TREX1,ENSMICG00000026587
ENSG00000182261,NLRP10,ENSMICG00000002806
ENSG00000183396,TMEM89,ENSMICG00000046701
ENSG00000188042,ARL4C,ENSMICG00000017503
ENSG00000183762,KREMEN1,ENSMICG00000004247
ENSG00000008300,CELSR3,ENSMICG00000014363
ENSG00000138400,MDH1B,ENSMICG00000009487
ENSG00000142453,CARM1,ENSMICG00000009787
ENSG00000174032,SLC25A30,ENSMICG00000046357
ENSG00000184792,OSBP2,ENSMICG00000008525
ENSG00000255274,SMIM35,ENSMICG00000046322
ENSG00000247595,MISFA,ENSMICG00000027423
ENSG00000162194,LBHD1,ENSMICG00000042954
ENSG00000242441,GTF2A1L,ENSMICG00000044654
ENSG00000182310,SPACA6,ENSMICG00000042174
ENSG00000184271,POU6F1,ENSMICG00000009560
ENSG00000204595,DPRX,ENSMICG00000047562
ENSG00000130173,ANGPTL8,ENSMICG00000042533
ENSG00000130312,MRPL34,ENSMICG00000043112
ENSG00000197837,H4C16,ENSMICG00000046339
ENSG00000179088,C12orf42,ENSMICG00000001972
ENSG00000074855,ANO8,ENSMICG00000033075
ENSG00000007372,PAX6,ENSMICG00000004089
ENSG00000152749,GPR180,ENSMICG00000007628
ENSG00000163012,ZSWIM2,ENSMICG00000030781
ENSG00000132950,ZMYM5,ENSMICG00000012322
ENSG00000269720,CCDC194,ENSMICG00000045403
ENSG00000125207,PIWIL1,ENSMICG00000004852
ENSG00000138434,ITPRID2,ENSMICG00000012667
ENSG00000099338,CATSPERG,ENSMICG00000004443
ENSG00000136111,TBC1D4,ENSMICG00000006748
ENSG00000163964,PIGX,ENSMICG00000049435
ENSG00000112280,COL9A1,ENSMICG00000003102
ENSG00000206850,Y_RNA,ENSMICG00000038113
ENSG00000252393,RNU6-1004P,ENSMICG00000047351
ENSG00000188735,TMEM120B,ENSMICG00000001147
ENSG00000159131,GART,ENSMICG00000004559
ENSG00000125740,FOSB,ENSMICG00000001809
ENSG00000165487,MICU2,ENSMICG00000006910
ENSG00000139725,RHOF,ENSMICG00000037067
ENSG00000151320,AKAP6,ENSMICG00000027865
ENSG00000130055,GDPD2,ENSMICG00000028527
ENSG00000239732,TLR9,ENSMICG00000002716
ENSG00000180044,C3orf80,ENSMICG00000049375
ENSG00000100196,KDELR3,ENSMICG00000011590
ENSG00000198398,TMEM207,ENSMICG00000049457
ENSG00000118997,DNAH7,ENSMICG00000012420
ENSG00000231213,PLSCR5,ENSMICG00000049484
ENSG00000133114,GPALPP1,ENSMICG00000003425
ENSG00000100425,BRD1,ENSMICG00000034268
ENSG00000130032,PRRG3,ENSMICG00000030324
ENSG00000144852,NR1I2,ENSMICG00000049095
ENSG00000173674,EIF1AX,ENSMICG00000004110
ENSG00000207789,MIR26A2,ENSMICG00000018375
ENSG00000150403,TMCO3,ENSMICG00000013740
ENSG00000114854,TNNC1,ENSMICG00000002829
ENSG00000256162,SMLR1,ENSMICG00000035966
ENSG00000165175,MID1IP1,ENSMICG00000042367
ENSG00000204469,PRRC2A,ENSMICG00000003604
ENSG00000175497,DPP10,ENSMICG00000032720
ENSG00000114841,DNAH1,ENSMICG00000002743
ENSG00000135407,AVIL,ENSMICG00000003818
ENSG00000100324,TAB1,ENSMICG00000011424
ENSG00000185100,ADSS1,ENSMICG00000016511
ENSG00000152822,GRM1,ENSMICG00000036398
ENSG00000114646,CSPG5,ENSMICG00000013714
ENSG00000147164,SNX12,ENSMICG00000015016
ENSG00000174453,VWC2L,ENSMICG00000034610
ENSG00000110848,CD69,ENSMICG00000029791
ENSG00000187860,CCDC157,ENSMICG00000010055
ENSG00000199591,Y_RNA,ENSMICG00000025626
ENSG00000198732,SMOC1,ENSMICG00000011629
ENSG00000164047,CAMP,ENSMICG00000000736
ENSG00000102053,ZC3H12B,ENSMICG00000010697
ENSG00000125266,EFNB2,ENSMICG00000030940
ENSG00000150045,KLRF1,ENSMICG00000004007
ENSG00000199476,Y_RNA,ENSMICG00000046145
ENSG00000100364,KIAA0930,ENSMICG00000006848
ENSG00000175063,UBE2C,ENSMICG00000035780
ENSG00000164049,FBXW12,ENSMICG00000041904
ENSG00000120690,ELF1,ENSMICG00000035688
ENSG00000147123,NDUFB11,ENSMICG00000027226
ENSG00000141858,SAMD1,ENSMICG00000030168
ENSG00000144452,ABCA12,ENSMICG00000014502
ENSG00000170777,TPD52L3,ENSMICG00000000600
ENSG00000171777,RASGRP4,ENSMICG00000004249
ENSG00000112309,B3GAT2,ENSMICG00000035385
ENSG00000172322,CLEC12A,ENSMICG00000044411
ENSG00000112715,VEGFA,ENSMICG00000005068
ENSG00000100029,PES1,ENSMICG00000010123
ENSG00000251761,RNU6-138P,ENSMICG00000024195
ENSG00000180182,MED14,ENSMICG00000015221
ENSG00000170054,SERPINA9,ENSMICG00000016432
ENSG00000283473,FAM240A,ENSMICG00000043115
ENSG00000163825,RTP3,ENSMICG00000045767
ENSG00000251987,SNORD63,ENSMICG00000025525
ENSG00000276626,7SK,ENSMICG00000025712
ENSG00000201228,Y_RNA,ENSMICG00000042158
ENSG00000088448,ANKRD10,ENSMICG00000029839
ENSG00000111291,GPRC5D,ENSMICG00000010100
ENSG00000010219,DYRK4,ENSMICG00000011365
ENSG00000135916,ITM2C,ENSMICG00000004121
ENSG00000185347,TEDC1,ENSMICG00000006490
ENSG00000139505,MTMR6,ENSMICG00000000407
ENSG00000151079,KCNA6,ENSMICG00000043479
ENSG00000111262,KCNA1,ENSMICG00000042284
ENSG00000199824,RNU6-199P,ENSMICG00000041870
ENSG00000186452,TMPRSS12,ENSMICG00000014455
ENSG00000182329,KIAA2012,ENSMICG00000008942
ENSG00000214511,HIGD1C,ENSMICG00000044696
ENSG00000283361,CFAP97D2,ENSMICG00000044834
ENSG00000064835,POU1F1,ENSMICG00000009690
ENSG00000111732,AICDA,ENSMICG00000011695
ENSG00000188559,RALGAPA2,ENSMICG00000006077
ENSG00000275074,NUDT18,ENSMICG00000000990
ENSG00000221823,PPP3R1,ENSMICG00000037583
ENSG00000208037,MIR320A,ENSMICG00000035453
ENSG00000184898,RBM43,ENSMICG00000002078
ENSG00000053524,MCF2L2,ENSMICG00000049191
ENSG00000153820,SPHKAP,ENSMICG00000013288
ENSG00000150676,CCDC83,ENSMICG00000017254
ENSG00000100307,CBX7,ENSMICG00000033358
ENSG00000196218,RYR1,ENSMICG00000027127
ENSG00000033327,GAB2,ENSMICG00000015054
ENSG00000206636,Y_RNA,ENSMICG00000047594
ENSG00000126821,SGPP1,ENSMICG00000032197
ENSG00000196227,FAM217B,ENSMICG00000002583
ENSG00000140057,AK7,ENSMICG00000033354
ENSG00000089818,NECAP1,ENSMICG00000027959
ENSG00000185917,SETD4,ENSMICG00000031716
ENSG00000168918,INPP5D,ENSMICG00000006753
ENSG00000167037,SGSM1,ENSMICG00000034541
ENSG00000167910,CYP7A1,ENSMICG00000030668
ENSG00000124126,PREX1,ENSMICG00000042337
ENSG00000163515,RETNLB,ENSMICG00000049230
ENSG00000254647,INS,ENSMICG00000009410
ENSG00000170044,ZPLD1,ENSMICG00000049229
ENSG00000100601,ALKBH1,ENSMICG00000030789
ENSG00000181544,FANCB,ENSMICG00000038518
ENSG00000168061,SAC3D1,ENSMICG00000031764
ENSG00000168060,NAALADL1,ENSMICG00000001282
ENSG00000165898,ISCA2,ENSMICG00000043470
